group,dimension,birth,death,length
recombinant,0,0.0,0.012658228166401386,0.012658228166401386
recombinant,0,0.0,0.18987341225147247,0.18987341225147247
recombinant,0,0.0,0.2531645596027374,0.2531645596027374
recombinant,0,0.0,0.2531645596027374,0.2531645596027374
recombinant,0,0.0,0.2531645596027374,0.2531645596027374
recombinant,0,0.0,0.2531645596027374,0.2531645596027374
recombinant,0,0.0,0.26582279801368713,0.26582279801368713
recombinant,0,0.0,0.26582279801368713,0.26582279801368713
recombinant,0,0.0,0.26582279801368713,0.26582279801368713
recombinant,0,0.0,0.27848100662231445,0.27848100662231445
recombinant,0,0.0,0.27848100662231445,0.27848100662231445
recombinant,0,0.0,0.27848100662231445,0.27848100662231445
recombinant,0,0.0,0.27848100662231445,0.27848100662231445
recombinant,0,0.0,0.29113924503326416,0.29113924503326416
recombinant,0,0.0,0.29113924503326416,0.29113924503326416
recombinant,0,0.0,0.29113924503326416,0.29113924503326416
recombinant,0,0.0,0.29113924503326416,0.29113924503326416
recombinant,0,0.0,0.3037974536418915,0.3037974536418915
recombinant,0,0.0,0.3037974536418915,0.3037974536418915
recombinant,0,0.0,0.3037974536418915,0.3037974536418915
recombinant,0,0.0,0.3037974536418915,0.3037974536418915
recombinant,0,0.0,0.3164556920528412,0.3164556920528412
recombinant,0,0.0,0.3291139304637909,0.3291139304637909
recombinant,0,0.0,0.3417721390724182,0.3417721390724182
recombinant,0,0.0,0.3417721390724182,0.3417721390724182
recombinant,0,0.0,0.6708860993385315,0.6708860993385315
recombinant,1,0.3544303774833679,0.3670886158943176,0.012658238410949707
recombinant,1,0.3544303774833679,0.3670886158943176,0.012658238410949707
recombinant,1,0.3417721390724182,0.3670886158943176,0.025316476821899414
recombinant,1,0.3417721390724182,0.3544303774833679,0.012658238410949707
recombinant,1,0.3291139304637909,0.3417721390724182,0.01265820860862732
recombinant,1,0.3291139304637909,0.3417721390724182,0.01265820860862732
recombinant,1,0.3164556920528412,0.3291139304637909,0.012658238410949707
recombinant,1,0.3164556920528412,0.3291139304637909,0.012658238410949707
recombinant,1,0.3164556920528412,0.3670886158943176,0.05063292384147644
recombinant,1,0.3164556920528412,0.3291139304637909,0.012658238410949707
recombinant,1,0.29113924503326416,0.3037974536418915,0.01265820860862732
recombinant,1,0.29113924503326416,0.3037974536418915,0.01265820860862732
recombinant,2,0.3670886158943176,0.37974682450294495,0.01265820860862732
recombinant,2,0.3670886158943176,0.37974682450294495,0.01265820860862732
recombinant,2,0.3670886158943176,0.37974682450294495,0.01265820860862732
