generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
50,1000,793.4,997.0,1.0,1.0,1.0,3,38.08
100,1000,912.3090909090909,998.0,1.0,1.0,1.0,3,75.225
150,1000,824.7818181818182,1004.0,1.0,1.0,1.0,4,112.908
200,1000,833.1818181818181,999.0,1.0,1.0,1.0,3,150.324
250,1000,731.9090909090909,994.0,1.0,1.0,1.0,3,188.198
300,1000,845.0727272727273,1005.0,1.0,1.0,1.0,2,225.543
350,1000,764.4909090909091,1000.0,1.0,1.0,1.0,4,263.265
400,1000,849.2181818181818,1007.0,1.0,1.0,1.0,3,300.179
450,1000,821.4,1002.0,1.0,1.0,1.0,3,338.403
500,1000,809.2545454545455,997.0,1.0,1.0,1.0,3,376.352
