generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
50,1000,867.6909090909091,1007.0,1.0,1.0,1.0,3,38.331
100,1000,855.6181818181818,1002.0,1.0,1.0,1.0,3,75.869
150,1000,855.3272727272728,1012.0,1.0,1.0,1.0,3,113.23
200,1000,703.3636363636364,1009.0,1.0,1.0,1.0,3,150.703
250,1000,737.3454545454546,1002.0,1.0,1.0,1.0,4,188.1
300,1000,759.709090909091,988.0,1.0,1.0,1.0,4,225.803
350,1000,731.0363636363636,996.0,1.0,1.0,1.0,3,262.741
400,1000,488.23636363636365,1001.0,1.0,1.0,1.0,3,299.469
450,1000,748.3636363636364,1005.0,1.0,1.0,1.0,3,337.597
500,1000,589.5636363636364,993.0,1.0,1.0,1.0,4,375.205
