generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
50,1000,784.8909090909091,999.0,1.0,1.0,1.0,4,37.767
100,1000,804.1272727272727,1011.0,1.0,1.0,1.0,3,75.708
150,1000,897.8363636363637,1002.0,1.0,1.0,1.0,3,113.097
200,1000,787.7636363636364,1005.0,1.0,1.0,1.0,3,150.401
250,1000,793.5454545454545,996.0,1.0,1.0,1.0,3,187.89
300,1000,799.0727272727273,1002.0,1.0,1.0,1.0,4,224.602
350,1000,857.1272727272727,996.0,1.0,1.0,1.0,3,263.326
400,1000,773.8181818181819,1006.0,1.0,1.0,1.0,3,298.671
450,1000,784.5636363636364,1004.0,1.0,1.0,1.0,4,336.478
500,1000,823.9272727272727,1011.0,1.0,1.0,1.0,3,373.339
