generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
50,1000,897.7636363636364,1005.0,1.0,1.0,1.0,3,38.08
100,1000,865.1636363636363,1017.0,1.0,1.0,1.0,4,75.667
150,1000,848.1818181818181,1012.0,1.0,1.0,1.0,3,112.783
200,1000,819.8545454545455,1007.0,1.0,1.0,1.0,3,150.329
250,1000,760.0727272727273,1005.0,1.0,1.0,1.0,3,187.454
300,1000,785.1818181818181,999.0,1.0,1.0,1.0,3,225.244
350,1000,762.5454545454545,994.0,1.0,1.0,1.0,3,262.374
400,1000,693.4181818181818,993.0,1.0,1.0,1.0,4,299.535
450,1000,779.9272727272727,999.0,1.0,1.0,1.0,2,336.3
500,1000,812.709090909091,1010.0,1.0,1.0,1.0,4,373.641
