generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
50,1000,823.5272727272727,1010.0,1.0,1.0,1.0,4,38.117
100,1000,826.5636363636364,987.0,1.0,1.0,1.0,3,75.493
150,1000,874.6363636363636,1001.0,1.0,1.0,1.0,4,112.649
200,1000,612.7454545454545,999.0,1.0,1.0,1.0,3,150.763
250,1000,828.6909090909091,1006.0,1.0,1.0,1.0,4,188.233
300,1000,750.0363636363636,997.0,1.0,1.0,1.0,3,225.418
350,1000,555.8,1018.0,1.0,1.0,1.0,4,263.232
400,1000,540.6363636363636,1025.0,1.0,1.0,1.0,3,300.826
450,1000,551.0363636363636,708.0,1.0,1.0,1.0,4,337.86
500,1000,539.3454545454546,735.0,1.0,1.0,1.0,3,374.853
