group,dimension,birth,death,length
mixed,0,0.0,0.03030303120613098,0.03030303120613098
mixed,0,0.0,0.1515151560306549,0.1515151560306549
mixed,0,0.0,0.1515151560306549,0.1515151560306549
mixed,0,0.0,0.1818181872367859,0.1818181872367859
mixed,0,0.0,0.1818181872367859,0.1818181872367859
mixed,0,0.0,0.1818181872367859,0.1818181872367859
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.21212121844291687,0.21212121844291687
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.24242424964904785,0.24242424964904785
mixed,0,0.0,0.27272728085517883,0.27272728085517883
mixed,0,0.0,0.27272728085517883,0.27272728085517883
mixed,0,0.0,0.27272728085517883,0.27272728085517883
mixed,0,0.0,0.6060606241226196,0.6060606241226196
mixed,1,0.3333333432674408,0.39393940567970276,0.06060606241226196
mixed,1,0.27272728085517883,0.3333333432674408,0.06060606241226196
mixed,1,0.27272728085517883,0.3030303120613098,0.03030303120613098
mixed,1,0.27272728085517883,0.3030303120613098,0.03030303120613098
mixed,1,0.27272728085517883,0.3030303120613098,0.03030303120613098
mixed,1,0.24242424964904785,0.27272728085517883,0.03030303120613098
mixed,1,0.24242424964904785,0.27272728085517883,0.03030303120613098
mixed,2,0.39393940567970276,0.42424243688583374,0.03030303120613098
