group,dimension,birth,death,length
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.1666666716337204,0.1666666716337204
recombinant,0,0.0,0.3333333432674408,0.3333333432674408
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,1,0.1666666716337204,0.3333333432674408,0.1666666716337204
recombinant,2,0.5,0.6666666865348816,0.1666666865348816
