group,dimension,birth,death,length
mixed,0,0.0,0.013698630034923553,0.013698630034923553
mixed,0,0.0,0.013698630034923553,0.013698630034923553
mixed,0,0.0,0.027397260069847107,0.027397260069847107
mixed,0,0.0,0.2602739632129669,0.2602739632129669
mixed,0,0.0,0.2602739632129669,0.2602739632129669
mixed,0,0.0,0.30136987566947937,0.30136987566947937
mixed,0,0.0,0.30136987566947937,0.30136987566947937
mixed,0,0.0,0.31506848335266113,0.31506848335266113
mixed,0,0.0,0.3287671208381653,0.3287671208381653
mixed,0,0.0,0.39726027846336365,0.39726027846336365
mixed,0,0.0,0.5068492889404297,0.5068492889404297
mixed,1,0.30136987566947937,0.31506848335266113,0.013698607683181763
