generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
5000,100,11.0,11.0,1.5845632502853753E-68,3.9147839366367134E-64,6.189700196426681E-63,1,12517.8
