country,group,dimension,birth,death,length
Denmark,recombinant,1,0.32911393,0.341772139,0.012658209
Denmark,recombinant,1,0.32911393,0.341772139,0.012658209
Denmark,recombinant,1,0.316455692,0.32911393,0.012658238
Denmark,recombinant,1,0.316455692,0.32911393,0.012658238
Denmark,recombinant,1,0.316455692,0.367088616,0.050632924
Denmark,recombinant,1,0.316455692,0.32911393,0.012658238
Denmark,recombinant,1,0.291139245,0.303797454,0.012658209
Denmark,recombinant,1,0.291139245,0.303797454,0.012658209
Denmark,recombinant,2,0.367088616,0.379746825,0.012658209
Denmark,recombinant,2,0.367088616,0.379746825,0.012658209
Denmark,recombinant,2,0.367088616,0.379746825,0.012658209
Germany,mixed,0,0,1,1
Germany,nonrecombinant,0,0,1,1
Germany,recombinant,0,0,1,1
