country,group,dimension,birth,death,length
USA,recombinant,1,0.225806445,0.258064508,0.032258064
USA,recombinant,1,0.225806445,0.258064508,0.032258064
USA,recombinant,2,0.354838699,0.387096763,0.032258064
USA,recombinant,2,0.354838699,0.387096763,0.032258064
USA,recombinant,2,0.354838699,0.387096763,0.032258064
USA,recombinant,2,0.354838699,0.387096763,0.032258064
USA,recombinant,2,0.322580636,0.354838699,0.032258064
USA,recombinant,2,0.322580636,0.354838699,0.032258064
USA,recombinant,2,0.322580636,0.354838699,0.032258064
USA,recombinant,2,0.322580636,0.354838699,0.032258064
