group,dimension,birth,death,length
mixed,0,0.0,0.027027027681469917,0.027027027681469917
mixed,0,0.0,0.21621622145175934,0.21621622145175934
mixed,0,0.0,0.21621622145175934,0.21621622145175934
mixed,0,0.0,0.21621622145175934,0.21621622145175934
mixed,0,0.0,0.2432432472705841,0.2432432472705841
mixed,0,0.0,0.2432432472705841,0.2432432472705841
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.2702702581882477,0.2702702581882477
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.29729729890823364,0.29729729890823364
mixed,0,0.0,0.3243243098258972,0.3243243098258972
mixed,0,0.0,0.3513513505458832,0.3513513505458832
mixed,0,0.0,0.4054054021835327,0.4054054021835327
mixed,0,0.0,0.4864864945411682,0.4864864945411682
mixed,1,0.4054054021835327,0.45945945382118225,0.054054051637649536
mixed,1,0.3513513505458832,0.37837839126586914,0.027027040719985962
mixed,1,0.3513513505458832,0.37837839126586914,0.027027040719985962
mixed,1,0.3513513505458832,0.4054054021835327,0.054054051637649536
mixed,1,0.3243243098258972,0.37837839126586914,0.054054081439971924
mixed,1,0.3243243098258972,0.37837839126586914,0.054054081439971924
mixed,1,0.3243243098258972,0.4054054021835327,0.0810810923576355
mixed,1,0.29729729890823364,0.3513513505458832,0.054054051637649536
mixed,1,0.29729729890823364,0.3513513505458832,0.054054051637649536
mixed,1,0.29729729890823364,0.3513513505458832,0.054054051637649536
